phylotree_tip_name,Assembly.Identifier,Phylum,Class,Order,Family,Genus,Organism.Name,ln_Genome_size,eigenvector_1,eigenvector_2,eigenvector_3,eigenvector_4,eigenvector_5,eigenvector_6,eigenvector_7,eigenvector_8,eigenvector_9,eigenvector_10,eigenvector_11,eigenvector_12,Lifespan,log_lifespan
Lomanotus_vermiformis_ott979912,GCA_037974715.1_ASM3797471v1,Mollusca,Gastropoda,Nudibranchia,Lomanotidae,Lomanotus,Lomanotus vermiformis,20.61639677,-0.064838002,0.007272221,0.001173841,6.11e-5,7.68671e-4,-5.21717e-4,-2.47138e-4,9.07e-5,1.63986e-4,-3.34e-5,-0.043188252,-0.095505484,365,5.8998973535824915
Doris_montereyensis_ott579555,GCA_037039925.1_xgDorMont1_p1.0,Mollusca,Gastropoda,Nudibranchia,Dironidae,Doris,Doris montereyensis,20.06988671,-0.064835412,0.007271415,0.001173622,6.11e-5,7.68342e-4,-5.21259e-4,-2.46828e-4,9.05e-5,1.63658e-4,-3.33e-5,-0.043075046,-0.095218674,288.9583333,5.66628250228563
Tritonia_festiva_ott277834,GCA_030265255.1_ASM3026525v1,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,Tritonia festiva,20.62679438,-0.064838086,0.007272247,0.001173848,6.11e-5,7.68681e-4,-5.21732e-4,-2.47148e-4,9.07e-5,1.63997e-4,-3.34e-5,-0.04319191,-0.095514746,365,5.8998973535824915
Melibe_viridis_ott393507,GCA_039654465.1_ASM3965446v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Melibe,Melibe viridis,20.50743231,-0.064838106,0.007272253,0.00117385,6.11e-5,7.68684e-4,-5.21736e-4,-2.4715e-4,9.07e-5,1.63999e-4,-3.34e-5,-0.043192771,-0.095516927,128,4.852030263919617
Dendronotus_rufus_ott974461,GCA_032358575.1_ASM3235857v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Dendronotus rufus,19.96112936,-0.064838052,0.007272236,0.001173845,6.11e-5,7.68677e-4,-5.21726e-4,-2.47144e-4,9.07e-5,1.63992e-4,-3.34e-5,-0.043190418,-0.095510967,365,5.8998973535824915
Arctonoe_vittata_ott365749,GCA_040966955.1_ASM4096695v1,Annelida,Polychaeta,Phyllodocida,Polynoidae,Arctonoe,Arctonoe vittata,21.09443673,-0.063426803,0.006828598,0.001052084,5.06e-5,5.77794e-4,-2.31047e-4,-3.02e-5,-7.53e-5,-1.69251e-4,-8.81e-5,-0.06269771,0.080780327,1460,7.286191714702382
Platynereis_dumerilii_ott305770,GCA_043381215.1_ASM4338121v1,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis dumerilii,21.07196441,-0.063426976,0.00682865,0.001052097,5.06e-5,5.77811e-4,-2.31061e-4,-3.02e-5,-7.53e-5,-1.69274e-4,-8.81e-5,-0.062708927,0.080796881,547.5,6.305362461690656
Sthenelais_limicola_ott874316,GCA_942159475.1_wpSthLimi1.1,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,Sthenelais limicola,20.84650113,-0.063426803,0.006828598,0.001052084,5.06e-5,5.77794e-4,-2.31047e-4,-3.02e-5,-7.53e-5,-1.69251e-4,-8.81e-5,-0.06269771,0.080780327,1095,6.9985096422506015
Pollicipes_pollicipes_ott293042,GCA_011947565.3_Ppol_2.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Pollicipedidae,Pollicipes,Pollicipes pollicipes,20.4620372,-0.007441142,-0.060055579,-0.064434806,-0.121189802,0.024725839,-0.019259919,-0.008106312,0.001932898,0.003377534,1.05076e-4,8.79e-5,-1.12811e-4,2190,7.691656822810547
Semibalanus_balanoides_ott374192,GCA_014673585.1_Sbal3.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus balanoides,20.00173791,-0.007441212,-0.060057145,-0.06443763,-0.121198399,0.02472833,-0.019263897,-0.008108704,0.001933772,0.003379124,1.05139e-4,8.8e-5,-1.1289e-4,2555,7.845807502637805
Semibalanus_cariosus_ott949511,GCA_030323935.1_ASM3032393v1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus cariosus,20.23148734,-0.007441212,-0.060057145,-0.06443763,-0.121198399,0.02472833,-0.019263897,-0.008108704,0.001933772,0.003379124,1.05139e-4,8.8e-5,-1.1289e-4,5475,8.607947554684701
Tetraclita_rubescens_ott978974,GCA_043773995.1_qhTetRube1.0.p,Arthropoda (Mandibulata),Crustacea,Thecostraca,Tetraclitidae,Tetraclita,Tetraclita rubescens,21.60520313,-0.00744117,-0.060056207,-0.064435939,-0.121193249,0.024726838,-0.019261514,-0.008107271,0.001933248,0.003378172,1.05101e-4,8.79e-5,-1.12842e-4,1460,7.286191714702382
Amphibalanus_improvisus_ott43613,GCA_964274985.1_qhAmpImpr1.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Amphibalanus,Amphibalanus improvisus,20.45314245,-0.007441209,-0.060057075,-0.064437504,-0.121198015,0.024728219,-0.019263719,-0.008108597,0.001933733,0.003379053,1.05136e-4,8.8e-5,-1.12887e-4,1095,6.9985096422506015
Balanus_glandula_ott404546,GCA_030265075.1_ASM3026507v1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Balanus,Balanus glandula,20.18279746,-0.007441212,-0.060057144,-0.064437628,-0.12119839,0.024728327,-0.019263893,-0.008108702,0.001933771,0.003379122,1.05139e-4,8.8e-5,-1.1289e-4,3650,8.202482446576537
Octopus_oculifer_ott302598,GCA_006345805.1_ASM634580v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus sinensis,21.72358008,-0.064323718,0.007110997,0.00112973,5.73e-5,7.00322e-4,-4.20794e-4,-1.74854e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013887296,-0.00623823,486.6666667,6.187579426102766
Muusoctopus_longibrachus_ott757939,GCA_027122495.1_ASM2712249v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Muusoctopus,Muusoctopus longibrachus,20.78844961,-0.0643234,0.0071109,0.001129704,5.73e-5,7.00285e-4,-4.20748e-4,-1.74827e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013882814,-0.006235924,1460,7.286191714702382
Octopus_insularis_ott2868282,GCA_029874955.1_RU_OctIns_1.0,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus insularis,21.2044119,-0.064323306,0.007110871,0.001129696,5.73e-5,7.00274e-4,-4.20735e-4,-1.74819e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013881488,-0.006235242,172,5.147494476813453
Japetella_diaphana_ott629526,GCA_029822975.1_ASM2982297v1,Mollusca,Cephalopoda,Octopoda,Bolitaenidae,Japetella,Japetella diaphana,20.30938243,-0.064323387,0.007110896,0.001129703,5.73e-5,7.00283e-4,-4.20747e-4,-1.74826e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013882628,-0.006235828,2193,7.693025748417888
Amphioctopus_burryi_ott2868173,GCA_026873925.1_ASM2687392v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Amphioctopus,Amphioctopus burryi,20.75402086,-0.064323688,0.007110988,0.001129727,5.73e-5,7.00318e-4,-4.2079e-4,-1.74852e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013886879,-0.006238016,304.1666667,5.717575796898126
Octopus_rubescens_ott609506,GCA_027564515.1_ASM2756451v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus rubescens,21.73745774,-0.064323672,0.007110983,0.001129726,5.73e-5,7.00317e-4,-4.20787e-4,-1.74851e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013886649,-0.006237897,821.25,6.710827569798821
Octopus_vulgaris_ott110468,GCA_951406725.2_xcOctVulg1.2,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,21.75305059,-0.064323718,0.007110997,0.00112973,5.73e-5,7.00322e-4,-4.20794e-4,-1.74854e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013887299,-0.006238231,669.1666667,6.50603315720262
Octopus_tetricus_ott754416,GCA_027568995.1_ASM2756899v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus americanus,21.65326719,-0.064323718,0.007110997,0.00112973,5.73e-5,7.00322e-4,-4.20794e-4,-1.74854e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013887299,-0.006238231,356,5.87493073085203
Biomphalaria_sudanica_ott268291,GCA_036873155.1_WU_Bs111_ccs,Mollusca,Gastropoda,Hygrophila,Planorbidae,Biomphalaria,Biomphalaria sudanica,20.66585736,-0.064820798,0.00726687,0.001172389,6.1e-5,7.66484e-4,-5.18671e-4,-2.45074e-4,8.95e-5,1.61799e-4,-3.28e-5,-0.04243336,-0.093591781,301,5.707110264748875
Anisus_vortex_ott882493,GCA_949126835.1_xgAniVort1.1,Mollusca,Gastropoda,Hygrophila,Planorbidae,Anisus,Anisus vortex,20.58348027,-0.064820281,0.007266709,0.0011723459999999999,6.1e-5,7.66419e-4,-5.18581e-4,-2.45013e-4,8.95e-5,1.61734e-4,-3.28e-5,-0.042411219,-0.093535858,395.4166667,5.9799400613403275
Omphiscola_reticulata_ott2879192,GCA_964017045.1_xgOmpGlab2.1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Omphiscola,Omphiscola glabra,20.4286229,-0.064820704,0.00726684,0.001172381,6.1e-5,7.66472e-4,-5.18655e-4,-2.45063e-4,8.95e-5,1.61787e-4,-3.28e-5,-0.042429336,-0.093581619,517.0833333,6.248204047786243
Radix_auricularia_ott274226,GCA_002072015.1_ASM207201v1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Radix,Radix auricularia,20.62869586,-0.064820737,0.00726685,0.001172384,6.1e-5,7.66476e-4,-5.18661e-4,-2.45067e-4,8.95e-5,1.61791e-4,-3.28e-5,-0.042430718,-0.093585109,730,6.593044534142437
Lymnaea_stagnalis_ott844828,GCA_964033795.1_LYST_v1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea,Lymnaea stagnalis,20.66457305,-0.064820704,0.00726684,0.001172381,6.1e-5,7.66472e-4,-5.18655e-4,-2.45063e-4,8.95e-5,1.61787e-4,-3.28e-5,-0.042429336,-0.093581619,775.0625,6.6529436712629915
Biomphalaria_straminea_ott960333,GCA_021533235.1_Bstr_hk_v1,Mollusca,Gastropoda,Hygrophila,Planorbidae,Biomphalaria,Biomphalaria straminea,20.7279997,-0.064820798,0.00726687,0.001172389,6.1e-5,7.66484e-4,-5.18671e-4,-2.45074e-4,8.95e-5,1.61799e-4,-3.28e-5,-0.04243336,-0.093591781,293.8,5.682899263739777
Physa_acuta_ott55904,GCA_028476545.3_ASM2847654v3,Mollusca,Gastropoda,Hygrophila,Physidae,Physella,Physella acuta,20.3694469,-0.064820543,0.00726679,0.001172368,6.1e-5,7.66452e-4,-5.18627e-4,-2.45044e-4,8.95e-5,1.61767e-4,-3.28e-5,-0.042422443,-0.093564208,326.547619,5.78857578494251
Tegillarca_granosa_ott539397,GCA_029721355.1_KUTeg,Mollusca,Bivalvia,Arcoida,Arcidae,Tegillarca,Tegillarca granosa,20.63496481,-0.064980389,0.007318518,0.001187019,6.23e-5,7.91979e-4,-5.6715e-4,-2.90403e-4,1.52627e-4,3.02162e-4,1.20894e-4,0.096283218,0.019225202,1821.616667,7.507479664356333
Stramonita_haemastoma_haemastoma_ott545900,GCA_030674155.1_MNHN-Sthae-1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Stramonita haemastoma,21.52821292,-0.064560478,0.007185802,0.001150369,5.91e-5,7.33184e-4,-4.71921e-4,-2.13196e-4,7.14e-5,1.27558e-4,-2.38e-5,-0.030486397,-0.063097287,2190,7.691656822810547
Rapana_venosa_ott672626,GCA_028751875.1_ASM2875187v1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Rapana,Rapana venosa,21.55625441,-0.064560478,0.007185802,0.001150369,5.91e-5,7.33184e-4,-4.71921e-4,-2.13196e-4,7.14e-5,1.27558e-4,-2.38e-5,-0.030486397,-0.063097287,4501.666667,8.412202977632653
Urosalpinx_cinerea_ott850826,GCA_034780015.1_ASM3478001v1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,Urosalpinx cinerea,20.41020131,-0.064559622,0.007185538,0.001150298,5.91e-5,7.3308e-4,-4.71784e-4,-2.13107e-4,7.13e-5,1.27473e-4,-2.37e-5,-0.030459944,-0.063034586,1825,7.509335266016592
Clea_helena_ott2901697,GCA_009936545.3_ASM993654v3,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Anentome,Anentome helena,19.62062961,-0.064548434,0.007182085,0.001149369,5.9e-5,7.31718e-4,-4.69987e-4,-2.11947e-4,7.07e-5,1.26365e-4,-2.35e-5,-0.030113388,-0.062212856,1642.5,7.403974750358765
Troendleina_suluensis_ott7492262,GCA_964194395.1_xbSteFlor3.1,Mollusca,Bivalvia,Lucinida,Lucinidae,Stewartia,Stewartia floridana,21.36979765,-0.064951237,0.007309403,0.001184531,6.21e-5,7.88147e-4,-5.61478e-4,-2.86224e-4,1.49218e-4,2.95133e-4,1.17253e-4,0.093318867,0.018542465,2190,7.691656822810547
Stomoxys_calcitrans_ott42520,GCA_963082655.1_idStoCalc2.1,Arthropoda (Mandibulata),Insecta,Diptera,Muscidae,Stomoxys,Stomoxys calcitrans,20.79181396,-0.007492927,-0.061517678,-0.068426807,0.076173679,0.022880322,-0.019277099,-0.008224185,-0.028637691,0.0234448,-0.245422396,4.17371e-4,-2.05849e-4,53,3.970291913552122
Drosophila_melanogaster_ott505714,GCA_000001215.4_Release_6_plus_ISO1_MT,Arthropoda (Mandibulata),Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,18.78341928,-0.007493284,-0.061525797,-0.068441986,0.076201043,0.022892,-0.019297309,-0.008236524,-0.028703746,0.023501065,-0.246178775,4.18685e-4,-2.06592e-4,69.64,4.243339114899988
Scathophaga_stercoraria_ott557400,GCA_040938175.1_ASM4093817v1,Arthropoda (Mandibulata),Insecta,Diptera,Scathophagidae,Scathophaga,Scathophaga stercoraria,20.1217874,-0.007493063,-0.06152076,-0.068432569,0.076184064,0.022884753,-0.019284759,-0.008228858,-0.028662672,0.023466075,-0.245708061,4.17867e-4,-2.0613e-4,59.47,4.085471983718502
Coboldia_fuscipes_ott874412,GCA_001014335.1_ASM101433v1,Arthropoda (Mandibulata),Insecta,Diptera,Scatopsidae,Coboldia,Coboldia fuscipes,18.40819371,-0.00748468,-0.061329632,-0.068074742,0.075537662,0.022608262,-0.01880234,-0.007932275,-0.02705478,0.022094469,-0.22706828,3.85456e-4,-1.87656e-4,26.41,3.273742726309041
Megaselia_scalaris_ott430572,GCA_000341915.2_ASM34191v2,Arthropoda (Mandibulata),Insecta,Diptera,Phoridae,Megaselia,Megaselia scalaris,20.00858366,-0.007488446,-0.061415616,-0.068235972,0.075829617,0.022733471,-0.019022852,-0.008068904,-0.02780582,0.022736164,-0.235890705,4.00814e-4,-1.96478e-4,60.28,4.099000373758295
Drosophila_suzukii_ott227752,GCA_043229965.1_CBGP_Dsuzu_IsoJpt1.0,Arthropoda (Mandibulata),Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,19.45846457,-0.007493284,-0.061525797,-0.068441986,0.076201043,0.022892,-0.019297309,-0.008236524,-0.028703746,0.023501065,-0.246178775,4.18685e-4,-2.06592e-4,97.8,4.582924577040772
Ceratitis_capitata_ott34902,GCA_000347755.4_Ccap_2.1,Arthropoda (Mandibulata),Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,19.89424124,-0.007491586,-0.061487115,-0.068369642,0.07607056,0.022836284,-0.019200697,-0.008177441,-0.028386496,0.02323074,-0.242535529,4.12355e-4,-2.03005e-4,99.3,4.598145571051127
Calliphora_vicina_ott1010998,GCA_958450345.1_idCalVici1.1,Arthropoda (Mandibulata),Insecta,Diptera,Calliphoridae,Calliphora,Calliphora vicina,20.37589201,-0.007493063,-0.06152076,-0.068432569,0.076184064,0.022884753,-0.019284759,-0.008228858,-0.028662672,0.023466075,-0.245708061,4.17867e-4,-2.0613e-4,116.95,4.761746493030188
Bradysia_odoriphaga_ott4489873,GCA_016920775.1_B2019C,Arthropoda (Mandibulata),Insecta,Diptera,Sciaridae,Bradysia,Bradysia odoriphaga,19.70899286,-0.00748484,-0.061333266,-0.068081521,0.07554984,0.022613439,-0.018811173,-0.007937603,-0.027082667,0.02211816,-0.227380487,3.85997e-4,-1.87958e-4,29.81,3.39484390768998
Encarsia_formosa_ott300763,GCA_038277355.1_ASM3827735v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Aphelinidae,Encarsia,Encarsia formosa,19.92643362,-0.007056013,-0.050963466,-0.047329565,0.03365971,0.002052089,0.054671893,0.21740362,0.208472755,0.03687722,0.008128438,2.98096e-4,-4.69342e-4,54.5,3.9982007016691985
Anthophora_plumipes_ott811589,GCA_951804975.1_iyAntPlum1.1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Apidae,Anthophora,Anthophora plumipes,20.32275463,-0.00704833,-0.050809397,-0.047088795,0.033381954,0.002027985,0.053344045,0.20980486,0.197156072,0.034791939,0.007533042,2.75775e-4,-4.2879e-4,14,2.6390573296152584
Brachymeria_lasus_ott146800,GCA_040285435.1_ASM4028543v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Chalcididae,Brachymeria,Brachymeria lasus,19.90016837,-0.007056013,-0.050963466,-0.047329565,0.03365971,0.002052089,0.054671893,0.21740362,0.208472755,0.03687722,0.008128438,2.98096e-4,-4.69342e-4,67.09,4.206035001574797
Diadegma_semiclausum_ott75925,GCA_011421695.1_ASM1142169v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Ichneumonidae,Diadegma,Diadegma semiclausum,18.94242539,-0.007057955,-0.051002389,-0.047390375,0.033729831,0.002058171,0.055006362,0.219314832,0.211311504,0.037400143,0.008277404,3.03679e-4,-4.7947e-4,59.7,4.089332020398556
Prorops_nasuta_ott709100,GCA_024137725.2_Cenicafe_Pnas_1.2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Bethylidae,Prorops,Prorops nasuta,19.50290386,-0.00704833,-0.050809397,-0.047088795,0.033381954,0.002027985,0.053344045,0.20980486,0.197156072,0.034791939,0.007533042,2.75775e-4,-4.2879e-4,71.5,4.269697449699962
Diadegma_fenestrale_ott185626,GCA_037043255.1_ASM3704325v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Ichneumonidae,Diadegma,Diadegma fenestrale,19.21410569,-0.007057955,-0.051002389,-0.047390375,0.033729831,0.002058171,0.055006362,0.219314832,0.211311504,0.037400143,0.008277404,3.03679e-4,-4.7947e-4,23.5,3.1570004211501135
Diplazon_laetatorius_ott40237,GCA_963662125.1_iyDipLaet1.1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Ichneumonidae,Diplazon,Diplazon laetatorius,19.34112671,-0.007057468,-0.050992643,-0.047375156,0.033712294,0.002056651,0.054923032,0.218839851,0.210609144,0.037270829,0.008240705,3.02304e-4,-4.76982e-4,70.5,4.255612709818223
Phyllaplysia_taylori_ott694793,GCA_032273245.1_ASM3227324v1,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Phyllaplysia,Phyllaplysia taylori,20.50790063,-0.064826165,0.007268539,0.001172842,6.1e-5,7.67167e-4,-5.19624e-4,-2.4572e-4,8.99e-5,1.62485e-4,-3.3e-5,-0.042670664,-0.094194052,273.75,5.612215281130711
Aporrectodea_caliginosa_caliginosa_ott7487297,GCA_020284085.1_ApCa_Genome_070519_masked.fasta,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,Aporrectodea caliginosa,20.82927224,-0.06346735,0.006840719,0.001055226,5.09e-5,5.8178e-4,-2.34345e-4,-3.08e-5,-7.77e-5,-1.74883e-4,-9.19e-5,-0.065462549,0.084892816,1095,6.9985096422506015
Lumbricus_rubellus_ott115614,GCA_945859605.1_wcLumRube1.1,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus rubellus,20.48441327,-0.063467491,0.006840761,0.001055237,5.09e-5,5.81794e-4,-2.34357e-4,-3.08e-5,-7.77e-5,-1.74902e-4,-9.19e-5,-0.065472113,0.08490702,1095,6.9985096422506015
Lumbricus_terrestris_ott316441,GCA_949752735.1_wcLumTerr1.1,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus terrestris,20.778272050000002,-0.063467491,0.006840761,0.001055237,5.09e-5,5.81794e-4,-2.34357e-4,-3.08e-5,-7.77e-5,-1.74902e-4,-9.19e-5,-0.065472113,0.08490702,2815.4,7.942859626393865
Eudrilus_eugeniae_ott522303,GCA_020405105.1_ASM2040510v1,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Eudrilus,Eudrilus eugeniae,19.97886805,-0.063464731,0.006839936,0.001055023,5.09e-5,5.81523e-4,-2.34133e-4,-3.08e-5,-7.75e-5,-1.74522e-4,-9.16e-5,-0.065285703,0.084630144,1095,6.9985096422506015
Ceratozetes_gracilis_ott3531266,GCA_034694965.1_ASM3469496v1,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Ceratozetidae,Ceratozetes,Ceratozetes gracilis,18.6738349,-0.006707457,-0.040621708,-0.020555638,-0.002796244,-0.194729555,-0.027759946,-0.00883939,0.002148509,0.003759886,1.19105e-4,2.76584e-4,-3.17508e-4,4730,8.46168048148598
Archegozetes_longisetosus_ott518198,GCA_018873245.2_Caltech_Along_2.0,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Trhypochthoniidae,Archegozetes,Archegozetes longisetosus,18.77025477,-0.006707762,-0.040626825,-0.02055999,-0.002797203,-0.194824378,-0.027787695,-0.008852028,0.002153227,0.003768476,1.19454e-4,2.77412e-4,-3.18598e-4,280,5.634789603169249
Nothrus_silvestris_bistilus_ott775497,GCA_033995675.1_ASM3399567v1,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Nothridae,Nothrus,Nothrus silvestris,19.08235268,-0.006707783,-0.040627191,-0.020560301,-0.002797271,-0.194831158,-0.027789678,-0.00885293,0.002153564,0.003769089,1.19479e-4,2.77471e-4,-3.18676e-4,221,5.3981627015177525
Steganacarus_magnus_ott914860,GCA_034698365.1_ASM3469836v1,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Steganacaridae,Steganacarus,Steganacarus magnus,19.04444197,-0.006707391,-0.040620601,-0.020554696,-0.002796037,-0.194709046,-0.02775395,-0.008836661,0.002147491,0.003758034,1.19029e-4,2.76406e-4,-3.17273e-4,1095,6.9985096422506015
Fuscozetes_fuscipes_ott4685426,GCA_034702105.1_ASM3470210v1,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Ceratozetidae,Fuscozetes,Fuscozetes fuscipes,18.44956012,-0.006707457,-0.040621708,-0.020555638,-0.002796244,-0.194729555,-0.027759946,-0.00883939,0.002148509,0.003759886,1.19105e-4,2.76584e-4,-3.17508e-4,26,3.258096538021482
Phthiracarus_laevigatus_ott3527221,GCA_034700185.1_ASM3470018v1,Arthropoda (Chelicerata),Arachnida,Sarcoptiformes,Phthiracaridae,Phthiracarus,Phthiracarus laevigatus,19.34398776,-0.006707391,-0.040620601,-0.020554696,-0.002796037,-0.194709046,-0.02775395,-0.008836661,0.002147491,0.003758034,1.19029e-4,2.76406e-4,-3.17273e-4,169,5.1298987149230735
Architeuthis_dux_ott251385,GCA_006491835.1_UP_Adux,Mollusca,Cephalopoda,Oegopsida,Architeuthidae,Architeuthis,Architeuthis dux,21.71415147,-0.064322986,0.007110773,0.00112967,5.73e-5,7.00237e-4,-4.20689e-4,-1.74792e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013876954,-0.006232909,2269.778571,7.727437559902568
Onykia_robusta_ott1033804,GCA_037178445.1_ASM3717844v1,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onykia,Onykia robusta,21.58627838,-0.064322986,0.007110773,0.00112967,5.73e-5,7.00237e-4,-4.20689e-4,-1.74792e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013876954,-0.006232909,520,6.253828811575473
Watasenia_scintillans_ott1054846,GCA_015471945.1_Wsci_v1.0,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Watasenia,Watasenia scintillans,20.29121349,-0.064322977,0.00711077,0.001129669,5.73e-5,7.00236e-4,-4.20688e-4,-1.74791e-4,4.44e-5,7.51e-5,-1.29e-5,-0.013876825,-0.006232842,395.4166667,5.9799400613403275
Mytilus_edulis_ott499751,GCA_019925275.2_PEIMed_v2,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus edulis,21.22478735,-0.064985423,0.00732009,0.001187447,6.23e-5,7.92636e-4,-5.68117e-4,-2.9111e-4,1.53198e-4,3.03338e-4,1.21498e-4,0.096774075,0.019337543,5028.888889,8.522954341873403
Mytilus_californianus_ott1025558,GCA_021869535.1_xbMytCali1.0.p,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus californianus,21.22523248,-0.064985423,0.00732009,0.001187447,6.23e-5,7.92636e-4,-5.68117e-4,-2.9111e-4,1.53198e-4,3.03338e-4,1.21498e-4,0.096774075,0.019337543,4745,8.464846711044029
Limnoperna_fortunei_ott94516,GCA_944474755.1_xbLimFort5.1,Mollusca,Bivalvia,Mytilida,Mytilidae,Limnoperna,Limnoperna fortunei,21.01263047,-0.064984861,0.007319915,0.0011874,6.23e-5,7.92563e-4,-5.68009e-4,-2.91031e-4,1.53135e-4,3.03207e-4,1.2143e-4,0.096719361,0.019325022,1373.727273,7.225282961813921
Mytilus_unguiculatus_ott362065,GCA_017311375.1_Mcoruscus_HiC,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus coruscus,21.17212878,-0.064985423,0.00732009,0.001187447,6.23e-5,7.92636e-4,-5.68117e-4,-2.9111e-4,1.53198e-4,3.03338e-4,1.21498e-4,0.096774075,0.019337543,8881.666667,9.091744506100303
Mytilus_trossulus_ott499754,GCA_036588685.2_PNRI_Mtr1.2.1.hap1,Mollusca,Bivalvia,Mytilida,Mytilidae,Mytilus,Mytilus trossulus,20.9845454,-0.064985423,0.00732009,0.001187447,6.23e-5,7.92636e-4,-5.68117e-4,-2.9111e-4,1.53198e-4,3.03338e-4,1.21498e-4,0.096774075,0.019337543,2798.333333,7.936779280724413
Geukensia_granosissima_ott69865,GCA_032357055.1_ASM3235705v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Geukensia,Geukensia granosissima,20.88552795,-0.06498502,0.007319965,0.001187413,6.23e-5,7.92583e-4,-5.68039e-4,-2.91054e-4,1.53153e-4,3.03244e-4,1.21449e-4,0.09673481,0.019328557,6570,8.790269111478656
Perna_viridis_ott1014605,GCA_037379345.1_ASM3737934v1,Mollusca,Bivalvia,Mytilida,Mytilidae,Perna,Perna viridis,20.39907959,-0.064984861,0.007319915,0.0011874,6.23e-5,7.92563e-4,-5.68009e-4,-2.91031e-4,1.53135e-4,3.03207e-4,1.2143e-4,0.096719361,0.019325022,1424.513889,7.261585903978181
Armandia_brevis_ott528687,GCA_035585475.1_ASM3558547v1,Annelida,Polychaeta,Scolecida,Opheliidae,Armandia,Armandia brevis,20.30359923,-0.063454594,0.006836906,0.001054238,5.08e-5,5.80527e-4,-2.33309e-4,-3.06e-5,-7.69e-5,-1.73118e-4,-9.07e-5,-0.064597521,0.083607203,42,3.7376696182833684
