phylotree_tip_name,Assembly.Identifier,Phylum,Class,Order,Family,Genus,Organism.Name,Eusociality.level,Host.number,eigenvector_1,eigenvector_2,eigenvector_3,eigenvector_4,eigenvector_5,eigenvector_6,eigenvector_7,eigenvector_8,eigenvector_9,eigenvector_10,eigenvector_11,eigenvector_12,Lifespan,log_lifespan
Doris_verrucosa_ott720739,GCA_031762655.1_ASM3176265v1,Mollusca,Gastropoda,Nudibranchia,Dironidae,Doris,Doris verrucosa,0,0,-0.0648354117704621,0.00727141510497659,0.00117362238436431,6.10798964445443e-5,7.6834155468681e-4,-5.2125920887321e-4,-2.4682774993624e-4,9.05349534443837e-5,1.6365777167861e-4,-3.32674687465441e-5,-0.0430750458171537,-0.095218674134932,365,5.8998973535824915
Goniobranchus_kuniei_ott168509,GCA_025770095.1_ASM2577009v1,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus kuniei,0,0,-0.0648359517769415,0.00727158302837313,0.00117366792756637,6.10837330117154e-5,7.6841008852051e-4,-5.2135453730572e-4,-2.4689224870576e-4,9.0571227626431e-5,1.6372597524266e-4,-3.32852324191467e-5,-0.0430985328373486,-0.0952781375006038,365,5.8998973535824915
Ancula_gibbosa_ott739837,GCA_031833985.1_ASM3183398v1,Mollusca,Gastropoda,Nudibranchia,Goniodorididae,Ancula,Ancula gibbosa,0,0,-0.0648345082410862,0.00727113414025935,0.00117354618326582,6.10734773165054e-5,7.6822688902587e-4,-5.2109971886397e-4,-2.4671984334757e-4,9.0474270253779e-5,1.6354367450779e-4,-3.32377535296256e-5,-0.0430357567261343,-0.0951192071601862,121.6666667,4.801285065188354
Plocamopherus_tilesii_ott2875191,GCA_037974505.1_ASM3797450v1,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Plocamopherus,Plocamopherus tilesii,0,0,-0.0648351233705392,0.00727132541970066,0.00117359805962733,6.10778472188841e-5,7.6830494663584e-4,-5.2120827796974e-4,-2.4679328452435e-4,9.05155642596033e-5,1.6362131442306e-4,-3.32579710371649e-5,-0.043062487699156,-0.0951868746612205,109,4.6913478822291435
Plocamopherus_ceylonicus_ott917810,GCA_039654545.1_ASM3965454v1,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Plocamopherus,Plocamopherus ceylonicus,0,0,-0.0648351233705392,0.00727132541970066,0.00117359805962733,6.1077847218874e-5,7.6830494663582e-4,-5.2120827796972e-4,-2.4679328452436e-4,9.05155642596469e-5,1.6362131442297e-4,-3.32579710370847e-5,-0.0430624876991559,-0.0951868746612208,365,5.8998973535824915
Melibe_bucephala_ott2874829,GCA_039654525.1_ASM3965452v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Melibe,Melibe bucephala,0,0,-0.0648381061237381,0.00727225306099322,0.00117384968022321,6.1099047791591e-5,7.6868373805898e-4,-5.2173555454285e-4,-2.4715025833574e-4,9.07165479824537e-5,1.6399925677917e-4,-3.33564978014478e-5,-0.043192770843036,-0.0955169267541893,365,5.8998973535824915
Plocamopherus_imperialis_ott2875188,GCA_039654505.1_ASM3965450v1,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Plocamopherus,Plocamopherus imperialis,0,0,-0.0648351233705392,0.00727132541970066,0.00117359805962733,6.10778472188867e-5,7.6830494663581e-4,-5.2120827796977e-4,-2.4679328452436e-4,9.0515564259596e-5,1.6362131442301e-4,-3.32579710370722e-5,-0.0430624876991558,-0.0951868746612205,90,4.499809670330265
Goniobranchus_fidelis_ott574892,GCA_028565935.1_ASM2856593v1,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus fidelis,0,0,-0.0648359517769415,0.00727158302837313,0.00117366792756636,6.10837330117102e-5,7.6841008852048e-4,-5.213545373057e-4,-2.4689224870572e-4,9.05712276265158e-5,1.6372597524259e-4,-3.32852324191404e-5,-0.0430985328373486,-0.095278137500604,53,3.970291913552122
Hermissenda_crassicornis_ott159591,GCA_031471375.1_ASM3147137v1,Mollusca,Gastropoda,Nudibranchia,Glaucidae,Hermissenda,Hermissenda crassicornis,0,0,-0.0648367521478995,0.00727183199552407,0.00117373547389812,6.10894260770295e-5,7.685118435361e-4,-5.214963619429e-4,-2.4698836917489e-4,9.06254486905832e-5,1.6382795832613e-4,-3.33118612393712e-5,-0.0431337498779294,-0.0953674508667728,160,5.075173815233827
Berghia_stephanieae_ott2876020,GCA_034508935.3_UCSD_Bste_1.2,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Berghia,Berghia stephanieae,0,0,-0.0648367928443789,0.00727184465091297,0.00117373890627273,6.10897152277987e-5,7.685170088665e-4,-5.2150354743548e-4,-2.4699323123174e-4,9.06281835054314e-5,1.6383310047355e-4,-3.3313200677197e-5,-0.0431355208951476,-0.0953719350150466,547.5,6.305362461690656
Goniobranchus_leopardus_ott168511,GCA_028566475.1_ASM2856647v1,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Goniobranchus,Goniobranchus leopardus,0,0,-0.0648359517769415,0.00727158302837313,0.00117366792756636,6.10837330117311e-5,7.6841008852052e-4,-5.213545373057e-4,-2.4689224870571e-4,9.05712276264784e-5,1.6372597524266e-4,-3.32852324192198e-5,-0.0430985328373488,-0.095278137500604,365,5.8998973535824915
Scyllaea_pelagica_ott204536,GCA_031833965.1_ASM3183396v1,Mollusca,Gastropoda,Nudibranchia,Scyllaeidae,Scyllaea,Scyllaea pelagica,0,0,-0.0648380024238898,0.00727222081228826,0.00117384093344805,6.10983109012182e-5,7.6867057356091e-4,-5.2171723725721e-4,-2.4713786161051e-4,9.0709572708865e-5,1.6398614098081e-4,-3.33530804008388e-5,-0.0431882522004258,-0.0955054835297201,365,5.8998973535824915
Lomanotus_vermiformis_ott979912,GCA_037974715.1_ASM3797471v1,Mollusca,Gastropoda,Nudibranchia,Lomanotidae,Lomanotus,Lomanotus vermiformis,0,0,-0.0648380024238898,0.00727222081228824,0.00117384093344804,6.10983109012221e-5,7.6867057356092e-4,-5.2171723725727e-4,-2.4713786161067e-4,9.07095727088485e-5,1.639861409809e-4,-3.33530804008762e-5,-0.0431882522004253,-0.095505483529721,365,5.8998973535824915
Doris_montereyensis_ott579555,GCA_037039925.1_xgDorMont1_p1.0,Mollusca,Gastropoda,Nudibranchia,Dironidae,Doris,Doris montereyensis,0,0,-0.0648354117704621,0.00727141510497658,0.00117362238436431,6.10798964445381e-5,7.6834155468678e-4,-5.2125920887325e-4,-2.4682774993618e-4,9.05349534443744e-5,1.6365777167868e-4,-3.3267468746602e-5,-0.0430750458171534,-0.095218674134932,288.9583333,5.66628250228563
Tritonia_festiva_ott277834,GCA_030265255.1_ASM3026525v1,Mollusca,Gastropoda,Nudibranchia,Tritoniidae,Tritonia,Tritonia festiva,0,0,-0.0648380863620384,0.00727224691545901,0.00117384801337295,6.10989073636546e-5,7.6868122931128e-4,-5.2173206377212e-4,-2.4714789582666e-4,9.07152186336049e-5,1.6399675716065e-4,-3.33558464966005e-5,-0.0431919096563277,-0.0955147458122507,365,5.8998973535824915
Melibe_viridis_ott393507,GCA_039654465.1_ASM3965446v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Melibe,Melibe viridis,0,0,-0.064838106123738,0.00727225306099323,0.00117384968022321,6.10990477915696e-5,7.6868373805894e-4,-5.2173555454285e-4,-2.4715025833575e-4,9.07165479824522e-5,1.6399925677911e-4,-3.33564978014782e-5,-0.0431927708430362,-0.0955169267541888,128,4.852030263919617
Dendronotus_rufus_ott974461,GCA_032358575.1_ASM3235857v1,Mollusca,Gastropoda,Nudibranchia,Dendronotidae,Dendronotus,Dendronotus rufus,0,0,-0.0648380521215115,0.00727223626729231,0.00117384512528253,6.10986640502154e-5,7.6867688252823e-4,-5.2172601556945e-4,-2.4714380252747e-4,9.0712915441943e-5,1.6399242640357e-4,-3.33547180864999e-5,-0.0431904176206002,-0.0955109672989067,365,5.8998973535824915
Arctonoe_vittata_ott365749,GCA_040966955.1_ASM4096695v1,Annelida,Polychaeta,Phyllodocida,Polynoidae,Arctonoe,Arctonoe vittata,0,0,-0.0634268026834909,0.00682859816256661,0.00105208355111523,5.06452723552253e-5,5.7779367221159e-4,-2.3104728899665e-4,-3.01925391770381e-5,-7.52586041181624e-5,-1.6925061306928e-4,-8.80624696617967e-5,-0.0626977096137152,0.0807803271969878,1460,7.286191714702382
Platynereis_dumerilii_ott305770,GCA_043381215.1_ASM4338121v1,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis dumerilii,0,0,-0.0634269759055858,0.00682864987264218,0.00105209693877946,5.06463155253903e-5,5.7781057306913e-4,-2.3106114707168e-4,-3.01951269766511e-5,-7.5268496083285e-5,-1.6927375257166e-4,-8.80778979362365e-5,-0.0627089265212054,0.0807968808149133,547.5,6.305362461690656
Sthenelais_limicola_ott874316,GCA_942159475.1_wpSthLimi1.1,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,Sthenelais limicola,0,0,-0.0634268026834909,0.00682859816256661,0.00105208355111524,5.06452723552438e-5,5.777936722116e-4,-2.3104728899668e-4,-3.01925391769938e-5,-7.52586041181525e-5,-1.6925061306932e-4,-8.80624696617535e-5,-0.0626977096137153,0.0807803271969878,1095,6.9985096422506015
Pollicipes_pollicipes_ott293042,GCA_011947565.3_Ppol_2.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Pollicipedidae,Pollicipes,Pollicipes pollicipes,0,0,-0.00744114239472542,-0.0600555788330143,-0.0644348064312516,-0.121189801857195,0.0247258389357191,-0.0192599191290632,-0.00810631191611224,0.00193289765255466,0.00337753439305122,1.0507569404188e-4,8.7927892244759e-5,-1.1281054164762e-4,2190,7.691656822810547
Semibalanus_balanoides_ott374192,GCA_014673585.1_Sbal3.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus balanoides,0,0,-0.00744121238743645,-0.060057145115074,-0.0644376302560857,-0.121198398504864,0.0247283296070494,-0.0192638967570052,-0.0081087039662544,0.00193377215164195,0.00337912380700274,1.051390467144e-4,8.79820270849019e-5,-1.1289008675699e-4,2555,7.845807502637805
Semibalanus_cariosus_ott949511,GCA_030323935.1_ASM3032393v1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Semibalanus,Semibalanus cariosus,0,0,-0.00744121238743646,-0.060057145115074,-0.0644376302560857,-0.121198398504864,0.0247283296070494,-0.0192638967570052,-0.00810870396625442,0.00193377215164189,0.00337912380700273,1.0513904671443e-4,8.7982027084826907e-05,-1.1289008675685e-4,5475,8.607947554684701
Tetraclita_rubescens_ott978974,GCA_043773995.1_qhTetRube1.0.p,Arthropoda (Mandibulata),Crustacea,Thecostraca,Tetraclitidae,Tetraclita,Tetraclita rubescens,0,0,-0.00744117046367926,-0.0600562069546305,-0.0644359388626361,-0.121193249353811,0.0247268377661762,-0.0192615142799307,-0.0081072712057874,0.00193324835774942,0.00337817180506595,1.0510110090097e-4,8.79496024122042e-5,-1.1284244245652e-4,1460,7.286191714702382
Amphibalanus_improvisus_ott43613,GCA_964274985.1_qhAmpImpr1.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Amphibalanus,Amphibalanus improvisus,0,0,-0.00744120926617348,-0.0600570752682415,-0.0644375043305981,-0.121198015147588,0.0247282185388913,-0.0192637193820849,-0.00810859729827394,0.00193373315604403,0.00337905293211726,1.0513622174381e-4,8.79796131518892e-5,-1.1288653978673e-4,1095,6.9985096422506015
Balanus_glandula_ott404546,GCA_030265075.1_ASM3026507v1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Balanus,Balanus glandula,0,0,-0.00744121232007111,-0.0600571436075912,-0.0644376275382779,-0.121198390231008,0.024728327209912,-0.0192638929288257,-0.00810870166411602,0.00193377131003734,0.00337912227738,1.0513898574644e-4,8.7981974987995e-5,-1.1289001020752e-4,3650,8.202482446576537
Octopus_oculifer_ott302598,GCA_006345805.1_ASM634580v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus sinensis,0,0,-0.0643237178117218,0.00711099686512283,0.00112972985585163,5.73310966295982e-5,7.0032189949614e-4,-4.2079404783112e-4,-1.7485447583683e-4,4.44087004687992e-5,7.51314674067554e-5,-1.2873154184772e-5,-0.0138872961059947,-0.00623822982856136,486.6666667,6.187579426102766
Muusoctopus_longibrachus_ott757939,GCA_027122495.1_ASM2712249v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Muusoctopus,Muusoctopus longibrachus,0,0,-0.0643234004449828,0.00711089958652755,0.00112970388688354,5.73289635603088e-5,7.0028489943335e-4,-4.2074847195954e-4,-1.7482741863607e-4,4.43981659969923e-5,7.51129301348809e-5,-1.28690852591657e-5,-0.0138828138698799,-0.00623592406324089,1460,7.286191714702382
Octopus_insularis_ott2868282,GCA_029874955.1_RU_OctIns_1.0,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus insularis,0,0,-0.0643233064972489,0.00711087079018076,0.00112969619965671,5.73283321492313e-5,7.0027394724007e-4,-4.2073498223107e-4,-1.7481941060737e-4,4.4395048469237e-5,7.5107444357795e-5,-1.2867881238335e-5,-0.013881487558916999,-0.00623524181875565,172,5.147494476813453
Japetella_diaphana_ott629526,GCA_029822975.1_ASM2982297v1,Mollusca,Cephalopoda,Octopoda,Bolitaenidae,Japetella,Japetella diaphana,0,0,-0.0643233872457216,0.00711089554076587,0.00112970280686265,5.73288748500134e-5,7.0028336070433e-4,-4.2074657673088e-4,-1.7482629356016e-4,4.43977280085274e-5,7.51121594265975e-5,-1.28689161051097e-5,-0.0138826275352457,-0.0062358282145832,2193,7.693025748417888
Amphioctopus_burryi_ott2868173,GCA_026873925.1_ASM2687392v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Amphioctopus,Amphioctopus burryi,0,0,-0.0643236883073502,0.0071109878215361,0.00112972744163372,5.7330898328914e-5,7.003184598088e-4,-4.2078981099467e-4,-1.7485196058559e-4,4.4407721211717e-5,7.51297442368197e-5,-1.28727759601359e-5,-0.0138868794634587,-0.00623801550214131,304.1666667,5.717575796898126
Octopus_rubescens_ott609506,GCA_027564515.1_ASM2756451v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus rubescens,0,0,-0.0643236720023056,0.00711098282376692,0.00112972610746176,5.73307887418413e-5,7.003165589325e-4,-4.2078746959413e-4,-1.7485057058604e-4,4.44071800477808e-5,7.51287919669126e-5,-1.28725669436184e-5,-0.0138866492162818,-0.00623789706015195,821.25,6.710827569798821
Octopus_vulgaris_ott110468,GCA_951406725.2_xcOctVulg1.2,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,0,0,-0.0643237180058295,0.00711099692462008,0.00112972987173464,5.73310979342175e-5,7.0032192212563e-4,-4.2079407570499e-4,-1.7485449238449e-4,4.44087069112139e-5,7.51314787432932e-5,-1.28731566731328e-5,-0.0138872988470317,-0.00623823123858472,669.1666667,6.50603315720262
Octopus_tetricus_ott754416,GCA_027568995.1_ASM2756899v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus americanus,0,0,-0.0643237180058295,0.00711099692462008,0.00112972987173464,5.73310979342358e-5,7.0032192212562e-4,-4.2079407570496e-4,-1.748544923845e-4,4.44087069112453e-5,7.51314787433477e-5,-1.2873156673061e-5,-0.0138872988470317,-0.00623823123858465,356,5.87493073085203
Biomphalaria_sudanica_ott268291,GCA_036873155.1_WU_Bs111_ccs,Mollusca,Gastropoda,Hygrophila,Planorbidae,Biomphalaria,Biomphalaria sudanica,0,0,-0.064820798335733,0.00726686964453866,0.00117238924864415,6.09759727629625e-5,7.6648426560216e-4,-5.1867148655391e-4,-2.4507447109772e-4,8.9546461475297e-5,1.6179865383901e-4,-3.27822471929014e-5,-0.0424333595031302,-0.0935917811218922,301,5.707110264748875
Anisus_vortex_ott882493,GCA_949126835.1_xgAniVort1.1,Mollusca,Gastropoda,Hygrophila,Planorbidae,Anisus,Anisus vortex,0,0,-0.0648202813431233,0.00726670894509943,0.0011723456841542,6.09723053907482e-5,7.6641880342813e-4,-5.1858067452743e-4,-2.4501316658623e-4,8.9512122597382e-5,1.6173411927726e-4,-3.27654965698724e-5,-0.0424112192640594,-0.0935358579266811,395.4166667,5.9799400613403275
Omphiscola_reticulata_ott2879192,GCA_964017045.1_xgOmpGlab2.1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Omphiscola,Omphiscola glabra,0,0,-0.0648207044430018,0.00726684045895952,0.00117238133651604,6.09753066836896e-5,7.6647237585391e-4,-5.1865499104611e-4,-2.4506333460832e-4,8.95402226675338e-5,1.6178692878777e-4,-3.27792034814292e-5,-0.042429336413761,-0.0935816185587532,517.0833333,6.248204047786243
Radix_auricularia_ott274226,GCA_002072015.1_ASM207201v1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Radix,Radix auricularia,0,0,-0.0648207367182898,0.00726685049121074,0.00117238405617724,6.09755356303564e-5,7.6647646249601e-4,-5.1866066007177e-4,-2.4506716151761e-4,8.954236617644e-5,1.6179095716051e-4,-3.27802490543013e-5,-0.042430718401956,-0.0935851091950359,730,6.593044534142437
Lymnaea_stagnalis_ott844828,GCA_964033795.1_LYST_v1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea,Lymnaea stagnalis,0,0,-0.0648207044430018,0.00726684045895953,0.00117238133651604,6.09753066837073e-5,7.6647237585388e-4,-5.1865499104618e-4,-2.4506333460836e-4,8.95402226675024e-5,1.6178692878778e-4,-3.27792034813309e-5,-0.0424293364137612,-0.0935816185587537,775.0625,6.6529436712629915
Biomphalaria_straminea_ott960333,GCA_021533235.1_Bstr_hk_v1,Mollusca,Gastropoda,Hygrophila,Planorbidae,Biomphalaria,Biomphalaria straminea,0,0,-0.064820798335733,0.00726686964453867,0.00117238924864415,6.09759727629692e-5,7.6648426560218e-4,-5.1867148655363e-4,-2.4507447109767e-4,8.95464614753268e-5,1.6179865383904e-4,-3.27822471930333e-5,-0.0424333595031304,-0.0935917811218929,293.8,5.682899263739777
Physa_acuta_ott55904,GCA_028476545.3_ASM2847654v3,Mollusca,Gastropoda,Hygrophila,Physidae,Physella,Physella acuta,0,0,-0.0648205434577612,0.00726679041929264,0.00117236777116936,6.09741647246392e-5,7.6645199215647e-4,-5.1862671457127e-4,-2.4504424638843e-4,8.95295310536697e-5,1.6176683565265e-4,-3.27739882570344e-5,-0.0424224431792203,-0.0935642075581004,326.547619,5.78857578494251
Tegillarca_granosa_ott539397,GCA_029721355.1_KUTeg,Mollusca,Bivalvia,Arcoida,Arcidae,Tegillarca,Tegillarca granosa,0,0,-0.0649803891314104,0.00731851821528143,0.00118701882245717,6.22956173627815e-5,7.9197855268583e-4,-5.6715045965354e-4,-2.9040269320502e-4,1.5262729116942e-4,3.0216225490417e-4,1.2089417504392e-4,0.0962832178715243,0.01922520156043,1821.616667,7.507479664356333
Stramonita_haemastoma_haemastoma_ott545900,GCA_030674155.1_MNHN-Sthae-1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Stramonita,Stramonita haemastoma,0,0,-0.0645604783925106,0.00718580235962086,0.00115036885839414,5.91166051285133e-5,7.3318365250743e-4,-4.7192108941337e-4,-2.1319560455057e-4,7.13648940398078e-5,1.2755755260571e-4,-2.37569889736399e-5,-0.0304863971828685,-0.0630972865846643,2190,7.691656822810547
Rapana_venosa_ott672626,GCA_028751875.1_ASM2875187v1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Rapana,Rapana venosa,0,0,-0.0645604783925106,0.00718580235962085,0.00115036885839413,5.91166051284968e-5,7.3318365250743e-4,-4.7192108941343e-4,-2.1319560455052e-4,7.13648940399677e-5,1.2755755260569e-4,-2.37569889737615e-5,-0.0304863971828684,-0.0630972865846641,4501.666667,8.412202977632653
Urosalpinx_cinerea_ott850826,GCA_034780015.1_ASM3478001v1,Mollusca,Gastropoda,Neogastropoda,Muricidae,Urosalpinx,Urosalpinx cinerea,0,0,-0.0645596223378093,0.00718553817319807,0.00115029779109767,5.91106938262274e-5,7.3307954465525e-4,-4.7178370875603e-4,-2.1310693061871e-4,7.13193870732787e-5,1.274729501542e-4,-2.3736802054054802e-05,-0.0304599444821872,-0.063034585898923,1825,7.509335266016592
Clea_helena_ott2901697,GCA_009936545.3_ASM993654v3,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Anentome,Anentome helena,0,0,-0.0645484339856957,0.00718208511707503,0.00114936883903483,5.90334163236958e-5,7.3171839962709e-4,-0.00046998679326514003,-2.1194668552706e-4,7.07235858963188e-5,1.26365210889e-4,-2.34723471234802e-5,-0.0301133884150741,-0.0622128555965075,1642.5,7.403974750358765
Troendleina_suluensis_ott7492262,GCA_964194395.1_xbSteFlor3.1,Mollusca,Bivalvia,Lucinida,Lucinidae,Stewartia,Stewartia floridana,0,0,-0.0649512371210898,0.00730940294906924,0.00118453112690196,6.20838545146907e-5,7.8814672335265e-4,-5.6147825508671e-4,-2.862241575584e-4,1.4921841663238e-4,2.9513272641372e-4,1.1725286434219e-4,0.0933188666873218,0.018542464573757,2190,7.691656822810547
Stomoxys_calcitrans_ott42520,GCA_963082655.1_idStoCalc2.1,Arthropoda (Mandibulata),Insecta,Diptera,Muscidae,Stomoxys,Stomoxys calcitrans,0,0,-0.00749292741521219,-0.0615176777212022,-0.0684268067216728,0.076173678673285,0.0228803218994769,-0.0192770992286762,-0.00822418534987474,-0.0286376911399354,0.0234447997744316,-0.245422396483982,4.1737109868252e-4,-2.0584913276192e-4,53,3.970291913552122
Drosophila_melanogaster_ott505714,GCA_000001215.4_Release_6_plus_ISO1_MT,Arthropoda (Mandibulata),Insecta,Diptera,Drosophilidae,Drosophila,Drosophila melanogaster,0,0,-0.00749328396522031,-0.0615257966396071,-0.0684419862805204,0.0762010432350287,0.0228920000296049,-0.0192973088461427,-0.00823652373466223,-0.0287037457736163,0.0235010645809492,-0.246178775317187,4.1868490834613e-4,-2.0659241997583e-4,69.64,4.243339114899988
Scathophaga_stercoraria_ott557400,GCA_040938175.1_ASM4093817v1,Arthropoda (Mandibulata),Insecta,Diptera,Scathophagidae,Scathophaga,Scathophaga stercoraria,0,0,-0.00749306280051638,-0.0615207600874184,-0.0684325687579498,0.0761840635059286,0.0228847525541384,-0.0192847594005809,-0.00822885829859527,-0.0286626724919142,0.0234660751750745,-0.245708060943152,4.1786723235053e-4,-2.06129590465e-4,59.47,4.085471983718502
Coboldia_fuscipes_ott874412,GCA_001014335.1_ASM101433v1,Arthropoda (Mandibulata),Insecta,Diptera,Scatopsidae,Coboldia,Coboldia fuscipes,0,0,-0.00748467984142178,-0.061329631626224,-0.0680747415556788,0.0755376618641556,0.0226082621040419,-0.0188023403427598,-0.00793227520847922,-0.0270547801420695,0.0220944693536343,-0.227068280352542,3.8545623105428e-4,-1.8765567839087e-4,26.41,3.273742726309041
Megaselia_scalaris_ott430572,GCA_000341915.2_ASM34191v2,Arthropoda (Mandibulata),Insecta,Diptera,Phoridae,Megaselia,Megaselia scalaris,0,0,-0.00748844559696456,-0.0614156160171802,-0.0682359723435993,0.0758296171476256,0.0227334711945273,-0.0190228518717565,-0.00806890361739985,-0.0278058200303117,0.0227361639379184,-0.23589070537732,4.0081391099925e-4,-1.964783514301e-4,60.28,4.099000373758295
Drosophila_suzukii_ott227752,GCA_043229965.1_CBGP_Dsuzu_IsoJpt1.0,Arthropoda (Mandibulata),Insecta,Diptera,Drosophilidae,Drosophila,Drosophila suzukii,0,0,-0.00749328396522031,-0.0615257966396071,-0.0684419862805205,0.0762010432350287,0.0228920000296049,-0.0192973088461427,-0.00823652373466224,-0.0287037457736164,0.0235010645809493,-0.246178775317188,4.1868490834606e-4,-2.0659241997573e-4,97.8,4.582924577040772
Ceratitis_capitata_ott34902,GCA_000347755.4_Ccap_2.1,Arthropoda (Mandibulata),Insecta,Diptera,Tephritidae,Ceratitis,Ceratitis capitata,0,0,-0.00749158576896798,-0.0614871153570835,-0.0683696417180678,0.0760705597407654,0.0228362836509624,-0.0192006967672137,-0.00817744133881853,-0.0283864959400677,0.0232307400951092,-0.242535528783717,4.1235513661039e-4,-2.0300517816557e-4,99.3,4.598145571051127
Calliphora_vicina_ott1010998,GCA_958450345.1_idCalVici1.1,Arthropoda (Mandibulata),Insecta,Diptera,Calliphoridae,Calliphora,Calliphora vicina,0,0,-0.00749306280051638,-0.0615207600874184,-0.0684325687579498,0.0761840635059286,0.0228847525541384,-0.0192847594005809,-0.00822885829859525,-0.0286626724919141,0.0234660751750745,-0.245708060943152,4.1786723235039e-4,-2.061295904647e-4,116.95,4.761746493030188
Bradysia_odoriphaga_ott4489873,GCA_016920775.1_B2019C,Arthropoda (Mandibulata),Insecta,Diptera,Sciaridae,Bradysia,Bradysia odoriphaga,0,0,-0.00748483978623117,-0.0613332658918446,-0.0680815208087206,0.0755498399763619,0.0226134389844079,-0.018811173360232,-0.00793760262613976,-0.027082667109599,0.0221181600480354,-0.227380487026207,3.8599746320228e-4,-1.8795762589541e-4,29.81,3.39484390768998
Encarsia_formosa_ott300763,GCA_038277355.1_ASM3827735v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Aphelinidae,Encarsia,Encarsia formosa,0,1,-0.00705601330003531,-0.0509634660664671,-0.0473295650858968,0.0336597104591139,0.00205208919263546,0.0546718927284968,0.217403619809838,0.208472754927855,0.0368772203841145,0.00812843841783745,2.9809575517385e-4,-4.6934199867982e-4,54.5,3.9982007016691985
Anthophora_plumipes_ott811589,GCA_951804975.1_iyAntPlum1.1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Apidae,Anthophora,Anthophora plumipes,0,0,-0.00704833020358075,-0.0508093973330283,-0.047088795468129,0.033381954300327,0.00202798539030225,0.0533440447688698,0.209804860201631,0.197156072027493,0.0347919394869258,0.00753304237512846,2.7577524051366e-4,-4.2879044140321e-4,14,2.6390573296152584
Brachymeria_lasus_ott146800,GCA_040285435.1_ASM4028543v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Chalcididae,Brachymeria,Brachymeria lasus,0,1,-0.00705601330003531,-0.050963466066467,-0.0473295650858968,0.0336597104591139,0.00205208919263546,0.0546718927284968,0.217403619809838,0.208472754927855,0.036877220384114603,0.00812843841783741,2.9809575517382e-4,-4.6934199867986e-4,67.09,4.206035001574797
Diadegma_semiclausum_ott75925,GCA_011421695.1_ASM1142169v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Ichneumonidae,Diadegma,Diadegma semiclausum,0,0,-0.00705795485768861,-0.0510023894765173,-0.0473903747515665,0.0337298305496985,0.00205817127675828,0.0550063624135053,0.21931483152346,0.211311504340851,0.037400142989547,0.00827740375345632,3.036790030884e-4,-4.7946964315677e-4,59.7,4.089332020398556
Prorops_nasuta_ott709100,GCA_024137725.2_Cenicafe_Pnas_1.2,Arthropoda (Mandibulata),Insecta,Hymenoptera,Bethylidae,Prorops,Prorops nasuta,0,0,-0.00704833020358075,-0.0508093973330283,-0.047088795468129,0.033381954300327,0.00202798539030224,0.0533440447688699,0.209804860201631,0.197156072027493,0.0347919394869258,0.00753304237512841,2.7577524051385e-4,-4.287904414033e-4,71.5,4.269697449699962
Diadegma_fenestrale_ott185626,GCA_037043255.1_ASM3704325v1,Arthropoda (Mandibulata),Insecta,Hymenoptera,Ichneumonidae,Diadegma,Diadegma fenestrale,0,1,-0.00705795485768861,-0.0510023894765173,-0.0473903747515665,0.0337298305496985,0.00205817127675826,0.0550063624135053,0.21931483152346,0.211311504340851,0.037400142989547,0.00827740375345641,3.0367900308831e-4,-4.7946964315666e-4,23.5,3.1570004211501135
