Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Region,DNA_bendability,X_Displacement,Y_Displacement,Inclination,Tip,Shear,Stretch,Stagger,Buckle,Propel,Opening,Alpha,Beta,Gamma,Delta,Epsilon,Zeta,Chi,Phase,Amplitude,Hydrogen_bond,Stacking_energy,Solvation,Shift,Slide,Rise,Tilt,Roll,Twist,A_philicity_energy
GCA_964276725.1_wrPlaCost1.1,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Placobdella,Placobdella costata,922.6388889,genome,-0.028243731,-0.9305916472034,-0.1093856590041999,3.7501350555413,0.20930363324556,0.10046449,0.02561815,0.05826589,1.7675369069999998,-9.811203793999995,2.192750402,-71.76811241127002,169.55791762580006,55.09693628726001,134.22927169540003,-161.25791038190002,-112.35281822105,-110.82276920865,150.06296021489996,41.52441567285997,-13.131759365,-54.08661559749999,-349.0860196,-0.1297349799999999,-0.3189955399999997,3.321279249999999,-0.7075362880000001,2.082603170000001,34.55482016199998,0.6912951900000001
GCA_034700285.1_ASM3470028v1,Arthropoda (Mandibulata),Diplopoda,Julida,Blaniulidae,Proteroiulus,Proteroiulus fuscus,3285.0,genome,-0.040596809,-0.9226882109261998,-0.08095039811448,3.8560180676442,0.32904913955366,0.0985906199999999,0.02384207,0.0600583799999999,2.441045896,-10.034785601000005,2.1263656439999985,-71.84292280339001,169.4484681577,55.07155833488001,134.38593074160002,-161.09852814059997,-112.38480608868996,-111.10482784922002,150.19451280030006,41.550469525129984,-13.288225370000008,-54.08356485149999,-348.53098439999985,-0.1422762399999999,-0.3267949100000002,3.323111690000002,-0.7885582710000001,2.1008247890000007,34.528216875000005,0.6909718
GCA_034693985.1_ASM3469398v1,Arthropoda (Mandibulata),Diplopoda,Julida,Nemasomatidae,Nemasoma,Nemasoma varicorne,1095.0,genome,-0.040676016,-0.9237454959912,-0.07326719506306,3.893880716412999,0.34238893326318,0.09765838,0.02369886,0.06077977,2.592322720999999,-10.025736159000004,2.101208968000001,-71.85854631321001,169.3791051035001,55.10021483091001,134.3989891738,-161.11721348290004,-112.42952784139004,-111.06491010440998,150.2120702813,41.54470548702002,-13.358796991999997,-54.072913435500006,-348.4406559,-0.14540156,-0.3285902399999997,3.323268520000002,-0.8091956419999996,2.114243505,34.50651243299998,0.6873311300000001
GCA_963995525.1_wsEscSpic3.1,Annelida,Polychaeta,Sabellida,Siboglinidae,Escarpia,Escarpia spicata,91250.0,genome,-0.0214678249999999,-0.9344398463330996,-0.0878127362565199,3.8803064151822,0.20584360077902,0.09080455,0.02480964,0.0650368099999999,1.872597944,-9.446941096999998,2.0113523259999995,-71.89862413620999,169.20652954530004,55.04368284541999,134.5381121471,-160.92574260699996,-112.44135508615996,-111.24640842458,150.44686425889998,41.54198999786,-13.649158276,-54.1978545755,-348.7681288000001,-0.12670361,-0.3098611200000002,3.319692100000001,-0.6259370060000001,2.2100442169999988,34.458912090000005,0.65777683
GCA_964019135.1_wuAreMari1.1,Annelida,Polychaeta,Scolecida,Arenicolidae,Arenicola,Arenicola marina,1825.0,genome,-0.0173303599999999,-0.9636251639422996,-0.0570775069823599,3.9890848553448,0.2283555622674999,0.08233469,0.02447636,0.06829635,2.06503043,-9.08432192,1.830078566,-71.97492470906998,168.78368468879995,55.1307231197,134.78257792099996,-160.98792644300005,-112.66512753217,-110.75258407772,150.90495329810008,41.48174012576001,-14.0696399175,-54.17483171000001,-348.01051060000003,-0.12301562,-0.3131515299999999,3.3232283600000008,-0.5725075330000003,2.3221415270000008,34.427389086,0.6212729100000001
GCA_034698465.1_ASM3469846v1,Arthropoda (Mandibulata),Diplopoda,Julida,Julidae,Tachypodoiulus,Tachypodoiulus niger,3285.0,genome,-0.038894939,-0.9194184827088,-0.0833070872008,3.8661120266376,0.2943694308031599,0.09681708,0.02394961,0.06077373,2.353808549,-9.958023723999997,2.097590550000001,-71.86188466328998,169.3951458644001,55.03920687524,134.46029142,-160.98795751410006,-112.34286239923,-111.27372481952,150.29787985870004,41.54743429388001,-13.382103156499998,-54.126036556,-348.5362348,-0.1423740900000001,-0.3186966899999998,3.322581469999998,-0.7636649759999997,2.1099954870000004,34.53349771100001,0.68768695
GCA_964033795.1_LYST_v1,Mollusca,Gastropoda,Hygrophila,Lymnaeidae,Lymnaea,Lymnaea stagnalis,775.0625,genome,-0.032168658,-0.9314899952460002,-0.0783453603818,3.8733946035152007,0.2942843048459201,0.09518977,0.0243480799999999,0.0628242799999999,2.305509587000001,-9.809459909000005,2.074401819,-71.86255839154,169.32778282630005,55.06210180933999,134.43001021130002,-161.10248749220003,-112.44497736398998,-111.04961226091002,150.27951851580005,41.54724223081999,-13.456982993499995,-54.09978238799997,-348.4611386,-0.1396273600000001,-0.3230553999999997,3.323017650000001,-0.7372308619999999,2.1584823619999987,34.49658135799999,0.6726462400000001
GCA_015776775.1_ASM1577677v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Magallana,Magallana hongkongensis,3650.0,genome,-0.036107337,-0.9172682592844998,-0.0911897308010999,3.809564776064199,0.2918499429092202,0.10023353,0.02464286,0.06041331,2.276497782,-9.998627933,2.1626003220000003,-71.82608958698,169.51562533020004,55.08380104377,134.3028393554,-161.1089919565,-112.35134982782996,-111.14383810338,150.0676343264,41.56372468941,-13.230086756,-54.08323664499999,-348.7001905,-0.13890966,-0.3241454000000001,3.322257629999997,-0.760268513,2.0872180649999987,34.525070693,0.69224469
GCA_949628265.1_ieCloDipt1.1,Arthropoda (Mandibulata),Insecta,Ephemeroptera,Baetidae,Cloeon,Cloeon dipterum,235.6196319,genome,-0.040347305,-0.9213726037707,-0.07061264757778,3.9178965512201,0.2731379731586999,0.09324349,0.02323779,0.06301255,2.543066781999999,-9.859810366,2.0192446580000003,-71.93970832822001,169.23119819280004,55.003825292999984,134.62847132090002,-160.77315503149995,-112.30020849176,-111.4430778518,150.4997043567,41.54979694342002,-13.5725180205,-54.15766665699999,-348.2939903999999,-0.14405198,-0.3123584199999999,3.323451560000001,-0.7825001690000009,2.121816633000001,34.53698616599999,0.68455978
GCA_963978545.1_qqLinTria7.1,Arthropoda (Chelicerata),Arachnida,Araneae,Linyphiidae,Linyphia,Linyphia triangularis,264.625,genome,-0.047748198,-0.9121589686792,-0.0894369713061999,3.782479626339,0.33579947646888,0.10264224,0.0239549799999999,0.0586344899999999,2.497227916,-10.276068206,2.2089675240000006,-71.80971055595,169.68108457219998,55.03507237962999,134.28485950060002,-161.18839876670006,-112.30760959280998,-111.08774423821998,150.02317495660003,41.57009836164999,-13.092293175999997,-54.062684048999984,-348.616414,-0.14835604,-0.3282780000000003,3.3240615899999995,-0.8278144529999992,2.031843895999999,34.56797511599999,0.7063485599999998
GCA_037577465.1_SWU_Lb_1.0,Arthropoda (Mandibulata),Insecta,Psocoptera,Liposcelididae,Liposcelis,Liposcelis bostrychophila,250.0,genome,-0.057653695,-0.9092268828196998,-0.0747854686636399,3.8270488303588,0.41909117729058,0.101609,0.02327347,0.05639594,2.808584877,-10.430675542,2.153984626999999,-71.84986877246003,169.62620095270003,55.02086278579,134.41364312610006,-161.18899491,-112.33941835207006,-111.09359562938998,150.21620816999996,41.55817819775,-13.2040281785,-54.04748618250002,-348.22583390000005,-0.1521051199999999,-0.3290389599999995,3.3272289,-0.8338936679999999,2.0214802360000004,34.590302482000034,0.7071491100000001
GCA_034697385.1_ASM3469738v1,Arthropoda (Mandibulata),Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,Lithobius mutabilis,1825.0,genome,-0.037891444,-0.9251753790121005,-0.07279548442682,3.9280826428538,0.27689818935108,0.09213388,0.0235316399999999,0.0639826999999999,2.4778619039999987,-9.814852392999995,2.0197112669999995,-71.89618349100999,169.30121180180006,55.03995458323,134.54513797400003,-160.97085518190002,-112.43976814376,-111.22597491865,150.41696071890004,41.53859569854998,-13.610605055499995,-54.15240342699999,-348.27637620000013,-0.14662755,-0.3161743199999995,3.32357786,-0.7580484550000004,2.163389854,34.517893329000024,0.6702952799999999
GCA_029532675.1_ASM2953267v1,Arthropoda (Chelicerata),Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros moubata,4197.5,genome,-0.024059407,-0.9361567403548,-0.0555891405485399,3.9882682091799015,0.23442587680384,0.08567958,0.0235378299999999,0.0682244499999999,2.3068011670000006,-9.423935714999995,1.887035864,-72.01105852911002,168.9001632389,55.10799289418,134.80593781010003,-160.81089090440005,-112.5064177859,-111.27786613685998,150.82598292250003,41.521091387930014,-13.9466784895,-54.21453218250001,-348.2553199,-0.1276470500000001,-0.31018,3.32399893,-0.6435907969999999,2.241670877,34.47658517600002,0.6489123300000001
GCA_003426905.1_ASM342690v1,Arthropoda (Mandibulata),Insecta,Siphonaptera,Pulicidae,Ctenocephalides,Ctenocephalides felis,1095.0,genome,-0.043556048,-0.9114626384364,-0.1069601941575,3.7146496686285,0.2680160270055401,0.10446514,0.0247587,0.0582141099999999,2.1398435720000006,-10.176733906999996,2.252293565999999,-71.78068911811998,169.77261571639994,55.031255574569975,134.21525677150004,-161.18802542879993,-112.25138231325,-111.02243367373995,149.94839132399997,41.56806422011,-12.9688176365,-54.08206664849999,-348.9025233000001,-0.14410716,-0.3231114999999998,3.3221316800000027,-0.8006692209999993,2.000279556000002,34.58564498399999,0.71102297
GCA_001870725.1_MEX_genome.1-6-13,Platyhelminthes,Cestoda,Cyclophyllidea,Taeniidae,Taenia,Taenia solium,4719.2,genome,-0.0292190749999999,-0.9271134483729,-0.0604852701615399,3.9820823031803,0.2807546291369799,0.08903744,0.0233345599999999,0.0663266199999999,2.518642083,-9.678585933,1.955582074,-71.96339225943001,169.01809602320003,55.13330965711,134.6531241099,-160.90498608680002,-112.49215994901,-111.29888795867,150.5822269630001,41.52829988450001,-13.7750633695,-54.15790969249999,-348.2252286000001,-0.1359034399999999,-0.3176740699999999,3.3238556100000007,-0.7220153339999995,2.218531108,34.48207691599996,0.65995115
GCA_964274985.1_qhAmpImpr1.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Balanidae,Amphibalanus,Amphibalanus improvisus,1095.0,genome,-0.02238564,-0.953473901189,-0.0577625595908999,4.018859945519899,0.22345468018278,0.08106117,0.0236348099999999,0.0686684,2.147611297,-9.170991591999998,1.7856993959999996,-72.05381935073996,168.79447470769998,55.031579880830016,134.93810980559996,-160.69957833869995,-112.53058986252,-111.15775369412,151.0777507762,41.48775304038,-14.164446391500006,-54.24680603,-347.98913980000015,-0.12829264,-0.3018724999999999,3.32251812,-0.6008818189999995,2.279787751,34.45730069299998,0.6321185500000001
GCA_964341155.2_xgPatCaer1.2,Mollusca,Gastropoda,Patelloidea,Patellidae,Patella,Patella caerulea,1703.333333,genome,-0.034830832,-0.9228306611438,-0.0874612450706399,3.8330252303761,0.2687518419708199,0.09692128,0.0247051999999999,0.0615182899999999,2.258859009,-9.851710923,2.105284646999999,-71.84419253517004,169.41702330319998,55.07950889406001,134.3882939647,-161.13397183460003,-112.40218496852,-111.00310852094002,150.24622078300007,41.53208022677,-13.377245234999998,-54.10641877150001,-348.5735031,-0.1430473900000001,-0.3189080899999997,3.3217046399999983,-0.7446612869999998,2.1226167890000007,34.51783359800003,0.67970718
GCA_030686945.2_ASM3068694v2,Arthropoda (Chelicerata),Arachnida,Scorpiones,Buthidae,Centruroides,Centruroides vittatus,1460.0,genome,-0.042955596,-0.9106544318349004,-0.0944258798401199,3.740810007286,0.2854036068125801,0.1032426799999999,0.02462648,0.0597449799999999,2.3084502810000007,-10.168400251999996,2.2341084860000007,-71.79579455751,169.68815275599994,55.06441330589997,134.2435693144,-161.2079027223,-112.28126411331004,-110.96917953473998,149.97964173460002,41.57013989365,-13.0477681385,-54.06921141700003,-348.7770392000001,-0.1453425,-0.3233488,3.32288984,-0.7941227059999998,2.032991758999997,34.580423357000015,0.7040501400000001
GCA_934045905.1_ipLeuNigr2.1,Arthropoda (Mandibulata),Insecta,Plecoptera,Leuctridae,Leuctra,Leuctra nigra,730.0,genome,-0.033211484,-0.9216808920829002,-0.0836055513434199,3.8730000196542,0.2600609550624599,0.09473853,0.02430655,0.0631107699999999,2.3216138770000003,-9.792895672000002,2.059906167,-71.88768078614001,169.3179807911,55.06947316362,134.4770052028,-160.9957201287,-112.38661617755004,-111.21667911586,150.3443936503,41.53717041725002,-13.501642788000003,-54.1387635865,-348.4781887,-0.1395918,-0.3155487999999999,3.32204165,-0.7291316879999994,2.142398381999999,34.509765102,0.6764522199999999
GCA_011947565.3_Ppol_2.1,Arthropoda (Mandibulata),Crustacea,Thecostraca,Pollicipedidae,Pollicipes,Pollicipes pollicipes,2190.0,genome,-0.017660041,-0.9624967326303002,-0.0486964339832199,4.062141069157401,0.1953812754083999,0.0774776099999999,0.0232128,0.07090215,2.079344805,-9.019407227,1.7249316039999998,-72.0913602233,168.66136407450006,55.02049212737997,135.06393347320002,-160.58519070839998,-112.54318015899,-111.22136443204998,151.24903962839994,41.4869064617,-14.312145668,-54.27681186650001,-347.94892060000006,-0.1243167100000001,-0.3000132800000001,3.3226978599999977,-0.5860697349999998,2.3181287690000016,34.44304694199999,0.6231098399999999
GCA_964274205.1_ilSatPrun1.hap1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Lycaenidae,Satyrium,Satyrium pruni,47.0,genome,-0.0318652709999999,-0.9309166140157998,-0.08512254962098,3.8363353400603,0.2394582378395,0.0937961799999999,0.02446532,0.06459585,2.0875634949999995,-9.700342704000004,2.0582597910000007,-71.88610144824001,169.31501169359998,55.066717449,134.50605836909995,-161.04436747990002,-112.42124894111998,-111.01186700171002,150.40420145820005,41.54105776317,-13.493360643499996,-54.14929169400003,-348.46127690000014,-0.1357811999999999,-0.3154128300000003,3.3228366000000005,-0.6944524010000007,2.143363203,34.531470440999975,0.6684006800000001
GCA_964021215.1_xbPinMarg1,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada margaritifera,2007.5,genome,-0.031145356,-0.9182774158743005,-0.0814292007218399,3.853644073088701,0.2930856888066399,0.0975187799999999,0.0245815399999999,0.0618041999999999,2.3049251279999994,-9.890162293,2.1041160870000004,-71.86548397764001,169.37203484820006,55.155680062750015,134.34511682450002,-161.11610114620007,-112.45868571213995,-111.13309697884,150.149910708,41.54882577943,-13.3859685475,-54.090971319000005,-348.6403172,-0.1339163000000001,-0.3245907500000004,3.3222182999999994,-0.7208469969999995,2.131472346,34.488637324,0.6812269499999999
GCA_034697205.1_ASM3469720v1,Arthropoda (Mandibulata),Chilopoda,Lithobiomorpha,Lithobiidae,Lithobius,Lithobius forficatus,2190.0,genome,-0.038029873,-0.9256072134567,-0.07506060394214,3.9201012826222,0.29338820348852,0.09249166,0.0235703599999999,0.06383972,2.459525645,-9.816641028,2.027153405,-71.89825802816,169.28547132449998,55.03905793943,134.555860472,-160.9545290419,-112.41605874444002,-111.25678120719998,150.4290644792,41.54362291918,-13.586448526500003,-54.14752623550002,-348.2865770999999,-0.1470920799999999,-0.3175681699999999,3.3235089600000003,-0.7613129820000001,2.161074294,34.518189264999975,0.67049874
GCA_958450375.1_Homarus_gammarus,Arthropoda (Mandibulata),Crustacea,Decapoda,Nephropidae,Homarus,Homarus gammarus,14600.0,genome,-0.020948597,-0.9555418724863998,-0.0637595450965799,3.9330152897441,0.25856656217806,0.08890419,0.0248693299999999,0.0669623299999999,2.216693934,-9.371369219000009,1.98088298,-71.89835297987999,169.00635212619997,55.246802962290005,134.49925742660002,-161.26358983040006,-112.66493121484002,-110.55237436708,150.4370335287999,41.52199219826,-13.740570811499998,-54.092172423000015,-348.3787433999999,-0.1233612699999999,-0.3242447399999999,3.323895150000005,-0.6135055930000003,2.270486941999999,34.42699305100001,0.6385430499999999
GCA_964017125.1_wfFlaComm2.1,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabesymbios,Flabesymbios commensalis,1095.0,genome,-0.0276219129999999,-0.93284772103,-0.0881343191232,3.8655103535665,0.25340473968182,0.09459061,0.02465006,0.06312416,2.0530300600000007,-9.68110972,2.0630185200000004,-71.87954729746998,169.29149977179995,55.07615892585,134.4626811327,-161.0041681563,-112.41052732645004,-111.13079877724002,150.33991129279994,41.54008470307,-13.4676712685,-54.14332157650001,-348.68781770000004,-0.1371275799999999,-0.3167482500000002,3.3207274300000007,-0.7105577149999996,2.153819770000001,34.49522195900001,0.6728841299999999
GCA_905160935.1_enchytraeus_crypticus_genome,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus crypticus,370.0,genome,-0.023123443,-0.9217406588115,-0.08822659724374,3.8143490943895015,0.2057017249785,0.09759625,0.0251037399999999,0.0666574599999999,2.100064319,-9.732543085999996,2.129652608,-71.87578091637998,169.33859278389997,55.17832863936998,134.3609161372,-161.1410018253,-112.39270838722,-110.90717082876,150.1897947597,41.54895619243001,-13.3308279565,-54.12386077200001,-348.77974680000005,-0.1444158099999999,-0.3173068399999995,3.321571560000001,-0.7620135150000001,2.1278216499999987,34.531596249,0.67830312
GCA_947396885.1_ngHelPoly1.1,Nematoda,Chromadorea,Rhabditida,Heligmosomidae,Heligmosomoides,Heligmosomoides polygyrus polygyrus,423.5,genome,-0.027396533,-0.9309909407036998,-0.05211639438102,3.9860895211574,0.22951824401318,0.08596204,0.02348746,0.0683472899999999,2.4879874360000005,-9.505328731999995,1.8817992409999995,-72.01420887261999,168.8847871577,55.12306591377999,134.8117543111,-160.8780666858999,-112.51086435322,-111.17141355116006,150.86700178140003,41.49705283385999,-13.956850295,-54.201377734,-348.0712539,-0.1361585,-0.3097279699999999,3.324780759999998,-0.6827505779999997,2.2231189169999994,34.49722081399999,0.65088568
GCA_032362185.1_ASM3236218v1,Mollusca,Gastropoda,Stylommatophora,Arionidae,Arion,Arion ater rufus,620.5,genome,-0.024300235,-0.9269711319399,-0.0764019970709199,3.899614804671901,0.22942997541252,0.0943684499999999,0.0246501399999999,0.0652720599999999,2.263796481,-9.692419084999996,2.055340057,-71.87889752186001,169.311857623,55.12268430474002,134.41791848550002,-161.11376616790002,-112.48346198481002,-111.01265839867,150.26986498340003,41.538105681480005,-13.534391524000002,-54.13134893499999,-348.67188309999995,-0.1341707800000001,-0.31778552,3.3216548400000003,-0.7145307890000001,2.17230806,34.48154004999999,0.6697371400000001
GCA_032062105.1_CSIRO_AGI_Scuc_v1,Mollusca,Bivalvia,Ostreida,Ostreidae,Saccostrea,Saccostrea cuccullata,5794.375,genome,-0.0377638719999999,-0.9163539610733,-0.0859571480268999,3.8137889926642994,0.3131972302018401,0.10044269,0.02444904,0.0602528899999999,2.374010410000001,-10.056313995,2.160660979999999,-71.83296611653998,169.5124382419,55.10701903985,134.30394598749996,-161.1519214970001,-112.37803982224996,-111.09450999216,150.0729966374,41.56131948387,-13.228720800500003,-54.07086639999999,-348.64001929999995,-0.13895554,-0.3269344999999997,3.3231033500000016,-0.7658957469999995,2.084834103999999,34.526062553,0.6934222900000001
GCA_936435175.1_iiGlyPell1.1,Arthropoda (Mandibulata),Insecta,Trichoptera,Limnephilidae,Glyphotaelius,Glyphotaelius pellucidus,334.5833333,genome,-0.0418544469999999,-0.9220641462986,-0.08599084028072,3.818105241557,0.2996934889744398,0.0983854899999999,0.02428212,0.06066541,2.375474093,-10.000948774000005,2.131916344,-71.83921950615999,169.482591869,55.05493971556001,134.3919493028,-161.1264308674,-112.35848618004005,-111.04371048569996,150.2114397797,41.551334539490014,-13.305742774499995,-54.09226868299999,-348.48969609999995,-0.1393991899999999,-0.3219688299999999,3.323731729999999,-0.751278832,2.085493014999999,34.549926078999995,0.6877757000000001
GCA_037126465.1_ASM3712646v1,Arthropoda (Chelicerata),Arachnida,Ixodida,Argasidae,Ornithodoros,Ornithodoros turicata,3650.0,genome,-0.024710131,-0.9377440502954,-0.05830921584668,3.985689813647799,0.2346138969417199,0.0856946399999999,0.02361045,0.06771446,2.290627841,-9.406573178,1.886144456,-72.00065871154001,168.9011474401,55.08642114306,134.800347303,-160.8062351127,-112.49873274907004,-111.28484425703,150.82337651709994,41.51831655371999,-13.947961873999995,-54.21552400900001,-348.2293232999999,-0.12757633,-0.3096469300000002,3.3236376999999995,-0.6397733640000001,2.2431826040000016,34.471714236000004,0.6485974300000001
GCA_039000515.1_ASM3900051v1,Arthropoda (Mandibulata),Insecta,Phasmatodea,Timematidae,Timema,Timema cristinae,121.6666667,genome,-0.036613968,-0.9308115569356996,-0.0817904013405,3.8254732642322007,0.30199186651578,0.0974104799999999,0.02450878,0.06293548,2.346863814,-9.911344276,2.126740859,-71.83339288436999,169.40083408790008,55.11421745559,134.35287100119996,-161.25862292059998,-112.45665723236,-110.81255090193,150.1790068212,41.54744968643999,-13.331318456500004,-54.07052824800001,-348.4417035,-0.14238327,-0.32719426,3.32425217,-0.7568653469999996,2.1267733959999986,34.528516266,0.67621282
GCA_964340945.1_wsSabSpal1.2,Annelida,Polychaeta,Sabellida,Sabellidae,Sabella,Sabella spallanzanii,1825.0,genome,-0.032732884,-0.9303263342932004,-0.0812480967556399,3.8748028348187993,0.2901459502356201,0.09559332,0.0243043199999999,0.0619085099999999,2.306641261,-9.796028421999996,2.080456482,-71.86701872436002,169.36418310820005,55.12172387301001,134.39447922010004,-161.12104248300002,-112.46428764085005,-110.97636764745003,150.23645052920003,41.53587124241,-13.429315973,-54.096787338000006,-348.6305031,-0.1379564099999999,-0.32500494,3.3215329599999994,-0.7427799950000002,2.1453855549999985,34.47728779099998,0.6759396499999999
GCA_963457665.1_xcThyRhom1.1,Mollusca,Cephalopoda,Oegopsida,Thysanoteuthidae,Thysanoteuthis,Thysanoteuthis rhombus,300.0,genome,-0.028673904,-0.9278007499962004,-0.0802201368397,3.8228464801107,0.2567416968675801,0.0989605,0.02478896,0.0618768299999999,2.2380602459999994,-9.866376374999998,2.12783783,-71.85153520077002,169.443905475,55.18047341289999,134.3321188429,-161.3198640909,-112.47592865753002,-110.70134651139996,150.1924024371,41.52795024015001,-13.289349984999998,-54.0718914305,-348.7815741000001,-0.1329116399999999,-0.3288885599999998,3.3242518799999967,-0.745243405999999,2.1024595839999995,34.51780147099999,0.6870511699999999
GCA_964016985.1_xbAnoAlba1.1,Mollusca,Bivalvia,Lucinida,Lucinidae,Anodontia,Anodontia alba,730.0,genome,-0.031776706,-0.9271904360705,-0.07419482302828,3.8934826533261,0.3029709555487401,0.09582457,0.0241230899999999,0.0629050099999999,2.358935039,-9.845594939999996,2.070231485,-71.89520111977,169.3182371267,55.12816907646,134.4466436126,-161.06574241499996,-112.45654955562,-111.07177056771002,150.2897667586,41.54826038656001,-13.4457624495,-54.10575124250001,-348.6110377999999,-0.1388512799999999,-0.3260592399999998,3.32303608,-0.7544891470000001,2.1327039350000008,34.49518555200002,0.67848549
GCA_946811185.2_xbHipHipp8.3,Mollusca,Bivalvia,Cardiida,Cardiidae,Hippopus,Hippopus hippopus,14600.0,genome,-0.037550231,-0.918705302386,-0.0744110476857999,3.8959691986524994,0.33664252886814,0.09719058,0.02382303,0.06135795,2.5331656690000006,-10.017704866999996,2.0918349130000005,-71.88249753962002,169.391793182,55.09369245283001,134.4123022843,-161.0519779666,-112.42628456311002,-111.23855886265,150.20841326930002,41.55841584609001,-13.403746803,-54.09068868850001,-348.5356219999999,-0.1426243,-0.32585748,3.3231415700000007,-0.7854034409999999,2.115576534,34.506690641999974,0.6859654700000001
GCA_951406725.2_xcOctVulg1.2,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,669.1666667,genome,-0.017136132,-0.9458438852885002,-0.08366548886482,3.7926434444112,0.16747769292894,0.09525629,0.02531944,0.0643204,1.7088810950000002,-9.505416689,2.0949690129999987,-71.85391835756,169.3334192849,55.18210555361999,134.3905104226,-161.3122794713999,-112.53963937701997,-110.52787663781,150.307928836,41.5254013645,-13.384289614499997,-54.11626314500002,-349.0650252000001,-0.1193241799999999,-0.3261265499999999,3.3229961500000007,-0.6465247849999998,2.161376703000001,34.48521801300002,0.66908411
GCA_964059415.1_xbMacTenu1.hap1.1,Mollusca,Bivalvia,Cardiida,Tellinidae,Macomangulus,Macomangulus tenuis,2482.0,genome,-0.031982695,-0.9238809708578002,-0.08567693458174,3.8664980504977007,0.2731791866666399,0.09538536,0.02431932,0.06290695,2.2111505620000003,-9.820123347000004,2.074874876000001,-71.88099742479004,169.35991811779994,55.06522991676998,134.4503667588,-161.00330852860003,-112.40564205312003,-111.21661721042996,150.29571299769998,41.54818606968,-13.4536247725,-54.13402775749999,-348.5836199000001,-0.1391558799999999,-0.3194737999999998,3.3220271300000017,-0.7334658029999999,2.1334471670000013,34.50587987799998,0.6770077699999999
GCA_964212115.1_qmAseAqua29.1,Arthropoda (Mandibulata),Crustacea,Isopoda,Asellidae,Asellus,Asellus aquaticus,387.8125,genome,-0.0328206039999999,-0.9274923765009002,-0.09160744828936,3.7537757224817,0.24630325346758,0.10086845,0.02486433,0.06345772,2.082667042,-9.9280278,2.197104781000001,-71.81784988113,169.51929200770002,55.17967671339998,134.2627445031,-161.32587781300003,-112.42792106938,-110.62481332,150.06617866300002,41.54879116752,-13.112638194999995,-54.07045721549999,-348.77235200000007,-0.1444513599999998,-0.3301372100000002,3.3246920100000006,-0.7883067549999998,2.080837362,34.57025700299999,0.68877735
GCA_964023285.1_Lsc-v1-1,Arthropoda (Chelicerata),Arachnida,Araneae,Araneidae,Larinioides,Larinioides sclopetarius,595.0,genome,-0.045888671,-0.9095041939278,-0.0872174449331799,3.7567675101381015,0.3201019877842599,0.1041929699999999,0.02424091,0.05887417,2.497609445,-10.301860142000004,2.233529159000001,-71.8040617132,169.67355550369996,55.062825507320014,134.26415578349997,-161.22875718039998,-112.28156056439002,-111.01140949278,150.0016297651,41.57011945321001,-13.035709545500003,-54.05113598050002,-348.7007484999998,-0.1452369899999998,-0.32779479,3.3241743999999973,-0.8230937500000003,2.0153583980000005,34.58221297399998,0.7111578999999999
GCA_964020975.1_waHerCaru1.1,Annelida,Polychaeta,Eunicida,Amphinomidae,Hermodice,Hermodice carunculata,3285.0,genome,-0.027142056,-0.9327472165013998,-0.07708002257178,3.9008759429490016,0.2836638131052,0.0945397999999999,0.02416459,0.06274577,2.1969632490000004,-9.726159693000008,2.0595075,-71.88900303521999,169.27804621250004,55.13545674982004,134.43463963450003,-161.0410707457001,-112.48373096378998,-111.11159936439,150.27293670109992,41.547716722690005,-13.476899694499998,-54.1133397905,-348.7327627999999,-0.13116201,-0.3260383599999997,3.321685749999998,-0.7175760869999998,2.1722284160000016,34.456716681,0.67389057
GCA_964194395.1_xbSteFlor3.1,Mollusca,Bivalvia,Lucinida,Lucinidae,Stewartia,Stewartia floridana,2190.0,genome,-0.031372136,-0.9249133819228,-0.0765743516318,3.8974155804882007,0.2967426235341799,0.0949534499999999,0.02408526,0.0629637699999999,2.330028384,-9.821080882999995,2.054951297,-71.90608687698001,169.2937156406999,55.10840371599998,134.4776903801,-161.00375773320005,-112.43451101623002,-111.17658927857,150.33637000029995,41.54299996225999,-13.491064942000005,-54.1254807905,-348.58614379999995,-0.1380905099999999,-0.3216230000000002,3.322190400000003,-0.7386085870000001,2.143127722000001,34.494272059,0.67709713
